"has_media","hashtags__001","hashtags__002","hashtags__003","hashtags__004","hashtags__005","hashtags__006","img_urls__001","img_urls__002","img_urls__003","img_urls__004","is_replied","is_reply_to","likes","links__001","links__002","parent_tweet_id","replies","retweets","screen_name","text","text_html","timestamp","timestamp_epochs","tweet_id","tweet_url","user_id","username","video_url"
"False","GO123443","","","","","","","","","","True","False","53","","","","2","43","TPSOperations","HAZARD:\nKingston Rd & Bellamy Rd S\n- reports that a TTC bus has spun out \n- bus is completely sideways, blocking all E/B lanes of Kingston Rd at Bellamy Rd S\n- TTC notified @TTCnotices \n- traffic backed up to McCowan Rd\n- expect delays\n- consider alternate routes\n#GO123443\n^al","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nKingston Rd &amp; Bellamy Rd S\n- reports that a TTC bus has spun out \n- bus is completely sideways, blocking all E/B lanes of Kingston Rd at Bellamy Rd S\n- TTC notified <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19025957"" dir=""ltr"" href=""/TTCnotices""><s>@</s><b>TTCnotices</b></a> \n- traffic backed up to McCowan Rd\n- expect delays\n- consider alternate routes\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO123443?src=hash""><s>#</s><b>GO123443</b></a>\n^al</p>","2020-01-18T22:23:59","1579386239","1218660333163819008","/TPSOperations/status/1218660333163819008","463933187","Toronto Police Operations",""
"False","GO123292","","","","","","","","","","True","False","19","","","","1","15","TPSOperations","HAZARD:\nFinch Ave E & Willowdale Ave\n- reports of a truck with a crane/ladder that has taken down hydro wires and a traffic light\n- officers dispatched\n- reports that the power lines are laying on the roadway\n- possible live wires DO NOT approach @TorontoHydro\n#GO123292\n^al","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nFinch Ave E &amp; Willowdale Ave\n- reports of a truck with a crane/ladder that has taken down hydro wires and a traffic light\n- officers dispatched\n- reports that the power lines are laying on the roadway\n- possible live wires DO NOT approach <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""165819788"" dir=""ltr"" href=""/TorontoHydro""><s>@</s><b>TorontoHydro</b></a>\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO123292?src=hash""><s>#</s><b>GO123292</b></a>\n^al</p>","2020-01-18T22:04:03","1579385043","1218655314024849410","/TPSOperations/status/1218655314024849410","463933187","Toronto Police Operations",""
"True","PlanAhead","DriveSafepic","","","","","https://pbs.twimg.com/media/EOl9lKyU0AEoG6O.jpg","","","","False","False","78","","","","0","41","CopWhoLovesCars","REMINDER:\n\nPlease allow our snow plows to do their jobs! Stay behind them, and do NOT try and go between them or around them!\n\nThey will be out on our major highways & roadways all throughout the day, and may cause a slow down in some areas. \n\nBe patient.\n\n#PlanAhead #DriveSafepic.twitter.com/pFhhXCX52v","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">REMINDER:\n\nPlease allow our snow plows to do their jobs! Stay behind them, and do NOT try and go between them or around them!\n\nThey will be out on our major highways &amp; roadways all throughout the day, and may cause a slow down in some areas. \n\nBe patient.\n\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PlanAhead?src=hash""><s>#</s><b>PlanAhead</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DriveSafe?src=hash""><s>#</s><b>DriveSafe</b></a><img alt=""👍🏻"" aria-label=""Emoji: Thumbs up sign (light skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44d-1f3fb.png"" title=""Thumbs up sign (light skin tone)""/><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/pFhhXCX52v"">pic.twitter.com/pFhhXCX52v</a></p>","2020-01-18T21:16:08","1579382168","1218643258101960706","/CopWhoLovesCars/status/1218643258101960706","2483614855","Alex Li",""
"False","GO123009","","","","","","","","","","True","False","30","","","","4","29","TPSOperations","HAZARD:\nDavenport Rd & Oakwood Ave\n- reports of TTC buses & vehicles stuck on the hill @TTCnotices \n- officers dispatched\n- reports that people are out of the vehicles trying to push them off the roadway\n- motorists reporting that they are unable to get around them\n#GO123009\n^al","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nDavenport Rd &amp; Oakwood Ave\n- reports of TTC buses &amp; vehicles stuck on the hill <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19025957"" dir=""ltr"" href=""/TTCnotices""><s>@</s><b>TTCnotices</b></a> \n- officers dispatched\n- reports that people are out of the vehicles trying to push them off the roadway\n- motorists reporting that they are unable to get around them\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO123009?src=hash""><s>#</s><b>GO123009</b></a>\n^al</p>","2020-01-18T20:53:53","1579380833","1218637658462785539","/TPSOperations/status/1218637658462785539","463933187","Toronto Police Operations",""
"True","GO119337","","","","","","https://pbs.twimg.com/media/EOlqgR9UEAAkZkz.jpg","","","","True","False","12","","","","1","120","TPSOperations","MISSING: Roseabella Hazel Hoostie, 15, l/s Fri, Jan 17, 3pm, in the Steeles Avenue East & Maxome Avenue area, @TPS32Div. Described as 5'4"", 182 lbs, medium build, dark brown straight hair, and brown eyes. Info? call 416-808-3200 or @1800222TIPS #GO119337 ^CdKpic.twitter.com/eHeolaaCuH","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MISSING: Roseabella Hazel Hoostie, 15, l/s Fri, Jan 17, 3pm, in the Steeles Avenue East &amp; Maxome Avenue area, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3376226129"" dir=""ltr"" href=""/TPS32Div""><s>@</s><b>TPS32Div</b></a>. Described as 5'4"", 182 lbs, medium build, dark brown straight hair, and brown eyes. Info? call 416-808-3200 or <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18423729"" dir=""ltr"" href=""/1800222TIPS""><s>@</s><b>1800222TIPS</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO119337?src=hash""><s>#</s><b>GO119337</b></a> ^CdK<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/eHeolaaCuH"">pic.twitter.com/eHeolaaCuH</a></p>","2020-01-18T19:52:46","1579377166","1218622278268833798","/TPSOperations/status/1218622278268833798","463933187","Toronto Police Operations",""
"False","GO115700","","","","","","","","","","True","False","161","https://twitter.com/TPSOperations/status/1218508560906301440","","","5","32","TPSOperations","Steve Dangov, 82, was located. Thank you for the retweets. @TPS23Div. #GO115700 ^CdKhttps://twitter.com/TPSOperations/status/1218508560906301440 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Steve Dangov, 82, was located. Thank you for the retweets. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3279872942"" dir=""ltr"" href=""/TPS23Div""><s>@</s><b>TPS23Div</b></a>. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO115700?src=hash""><s>#</s><b>GO115700</b></a> ^CdK<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TPSOperations/status/1218508560906301440"" dir=""ltr"" href=""https://t.co/ipFjpMeqVL"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TPSOperations/status/1218508560906301440""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TPSOperations/</span><span class=""invisible"">status/1218508560906301440</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","2020-01-18T18:49:07","1579373347","1218606258422517761","/TPSOperations/status/1218606258422517761","463933187","Toronto Police Operations",""
"False","GO121856","","","","","","","","","","True","False","14","https://twitter.com/TPSOperations/status/1218589710999785478","","","1","16","TPSOperations","Update - a shooting took place. SIU invoked mandate, by law we can't comment. Anyone with info contact @SIUOntario. @TPS43Div. #GO121856 ^CdKhttps://twitter.com/TPSOperations/status/1218589710999785478 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Update - a shooting took place. SIU invoked mandate, by law we can't comment. Anyone with info contact <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095659090"" dir=""ltr"" href=""/SIUOntario""><s>@</s><b>SIUOntario</b></a>. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3376284730"" dir=""ltr"" href=""/TPS43Div""><s>@</s><b>TPS43Div</b></a>. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO121856?src=hash""><s>#</s><b>GO121856</b></a> ^CdK<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TPSOperations/status/1218589710999785478"" dir=""ltr"" href=""https://t.co/sLYHWqUm4G"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TPSOperations/status/1218589710999785478""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TPSOperations/</span><span class=""invisible"">status/1218589710999785478</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","2020-01-18T18:26:34","1579371994","1218600583042605059","/TPSOperations/status/1218600583042605059","463933187","Toronto Police Operations",""
"False","GO121856","","","","","","","","","","True","False","15","","","","1","16","TPSOperations","Police in the McCowan Road and Town Centre Court, @TPS43Div. Investigation underway. Intersection closed. Man with injuries also arrested. Expected delays in the area. #GO121856 ^CdK","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Police in the McCowan Road and Town Centre Court, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3376284730"" dir=""ltr"" href=""/TPS43Div""><s>@</s><b>TPS43Div</b></a>. Investigation underway. Intersection closed. Man with injuries also arrested. Expected delays in the area. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO121856?src=hash""><s>#</s><b>GO121856</b></a> ^CdK</p>","2020-01-18T17:43:22","1579369402","1218589710999785478","/TPSOperations/status/1218589710999785478","463933187","Toronto Police Operations",""
"False","GO121282","","","","","","","","","","True","False","1","","","","1","1","TPSOperations","COLLISION: Albion Road and Carrier Drive area, @TPS23Div. Info - single vehicle involved, unknown injuries to driver. #GO121282 ^CdK","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">COLLISION: Albion Road and Carrier Drive area, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3279872942"" dir=""ltr"" href=""/TPS23Div""><s>@</s><b>TPS23Div</b></a>. Info - single vehicle involved, unknown injuries to driver. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO121282?src=hash""><s>#</s><b>GO121282</b></a> ^CdK</p>","2020-01-18T15:11:22","1579360282","1218551461669416960","/TPSOperations/status/1218551461669416960","463933187","Toronto Police Operations",""
"False","GO2409302","","","","","","","","","","False","False","38","https://twitter.com/TPSOperations/status/1206108272106885120","","","0","12","TPSOperations","Kierown Dover, 35, was located. Thank you for the retweets. @TPS14Div #GO2409302 ^CdKhttps://twitter.com/TPSOperations/status/1206108272106885120 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Kierown Dover, 35, was located. Thank you for the retweets. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""125711596"" dir=""ltr"" href=""/TPS14Div""><s>@</s><b>TPS14Div</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO2409302?src=hash""><s>#</s><b>GO2409302</b></a> ^CdK<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TPSOperations/status/1206108272106885120"" dir=""ltr"" href=""https://t.co/e0Hghpulfh"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TPSOperations/status/1206108272106885120""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TPSOperations/</span><span class=""invisible"">status/1206108272106885120</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","2020-01-18T14:44:18","1579358658","1218544649939443712","/TPSOperations/status/1218544649939443712","463933187","Toronto Police Operations",""
"False","GO115700","","","","","","","","","","True","False","65","https://twitter.com/TPSOperations/status/1218336726093004802","","","8","394","TPSOperations","MISSING Steve Dangov, 82, @TPS23Div, please retweet. Media - TPS Command Post set up in the 301 Dixon Road area. #GO115700 ^CdKhttps://twitter.com/TPSOperations/status/1218336726093004802 …","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">MISSING Steve Dangov, 82, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3279872942"" dir=""ltr"" href=""/TPS23Div""><s>@</s><b>TPS23Div</b></a>, please retweet. Media - TPS Command Post set up in the 301 Dixon Road area. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO115700?src=hash""><s>#</s><b>GO115700</b></a> ^CdK<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TPSOperations/status/1218336726093004802"" dir=""ltr"" href=""https://t.co/DYI4ZnCMWh"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TPSOperations/status/1218336726093004802""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TPSOperations/</span><span class=""invisible"">status/1218336726093004802</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","2020-01-18T12:20:54","1579350054","1218508560906301440","/TPSOperations/status/1218508560906301440","463933187","Toronto Police Operations",""
"True","","","","","","","https://pbs.twimg.com/media/EOjpxJGWkAAATXl.jpg","","","","True","False","9","","","","2","17","TTCnotices","Line 1 Yonge-University: There is no subway service between Sheppard and St Clair due to construction on the Eglinton Crosstown LRT. Shuttle buses are running.pic.twitter.com/B1zFeVRKNl","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Line 1 Yonge-University: There is no subway service between Sheppard and St Clair due to construction on the Eglinton Crosstown LRT. Shuttle buses are running.<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/B1zFeVRKNl"">pic.twitter.com/B1zFeVRKNl</a></p>","2020-01-18T10:30:19","1579343419","1218480731925700618","/TTCnotices/status/1218480731925700618","19025957","TTC Service Alerts",""
"False","Toronto","","","","","","","","","","True","False","63","","","","1","4","TPSMediaGirl","Good morning #Toronto, I’m back with you this weekend and working in the @TorontoPolice Operations Centre today! I’ll be tweeting on @TPSOperations with ^CdK","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Good morning <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Toronto?src=hash""><s>#</s><b>Toronto</b></a>, I’m back with you this weekend and working in the <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16295454"" dir=""ltr"" href=""/TorontoPolice""><s>@</s><b>TorontoPolice</b></a> Operations Centre today! I’ll be tweeting on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a> with ^CdK</p>","2020-01-18T12:01:31","1579348891","1218503685300543490","/TPSMediaGirl/status/1218503685300543490","3054338836","Caroline de Kloet",""
